source_id,designation_aw,tmass_designation,ra,dec,glon,glat,ecl_lat,b_band,parallax,parallax_error,pmra,pmdec,r_med_geo,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,M_G,j_m,h_m,ks_m,w1mpro,w1mpro_error,w2mpro,w2mpro_error,w3mpro,w3mpro_error,w4mpro,w4mpro_error,snr3,snr4,w3snr_aw,w4snr_aw,rmse,t_ds,gamma,gvar,verdict,verdict_reason,flag_v1_w3nm0,flag_v1_w4nm0,flag_v1_w3flg32,flag_v1_w4flg32,ph_qual_aw,ph_qual_as,flag_v2_release_inconsistent,flag_v3_subthreshold,p_chance_1as,v5_centroid,n1_flag,n1_cat,n1_name,n1_sep_as,n1_r_as,n2_score,n2_flag,nebular_flag,w3sky,w4sky,w3conf,w4conf
4662108904454413824,J050201.98-663712.3,05020196-6637123,75.508238,-66.620058,277.275062,-35.507315,-84.255023,outer_b30_50,3.737532,0.154171,1.555767,13.282063,265.1499,1.060794,18.727238,20.703287,17.475164,11.609781,15.664,14.977,14.767,14.555,0.026,14.421,0.032,11.497,0.101,9.011,0.296,10.749505,3.667905,10.7,3.7,0.082691,201.694915,0.146058,0.940502,CONTAMINATION-CONSISTENT,release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'A' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AAAB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1124.717,323.082,4.734,2.248
4662140034379148800,J045935.02-660646.7,04593503-6606468,74.895856,-66.113,276.741976,-35.867732,-83.936258,outer_b30_50,3.423177,0.06843,-8.259916,2.070269,290.58325,1.058021,17.478655,18.785707,16.323053,10.162302,14.905,14.209,14.013,13.78,0.025,13.617,0.026,11.866,0.202,8.986,0.289,5.374752,3.756747,5.4,3.8,0.158066,150.847458,0.1,0.823806,CONTAMINATION-CONSISTENT,"w4flg = 32: the independent aperture photometry gives a 95% upper limit, not a detection; w3flg = 32: aperture photometry is a 95% upper limit",False,False,True,True,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.044501,False,False,1181.745,333.019,5.11,2.88
4667227504707875712,J032834.62-692526.2,03283438-6925273,52.144699,-69.423796,285.510429,-41.989488,-75.773713,outer_b30_50,9.796479,0.066818,104.281636,99.826209,101.57095,1.063549,17.204702,19.009989,15.958253,12.170854,14.185,13.572,13.381,13.154,0.024,12.925,0.023,11.231,0.087,7.984,0.15,12.47931,7.238,12.5,7.2,0.152867,150.847458,0.1,1.094999,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1098.173,311.524,3.03,2.977
4679576192813441280,J035314.95-615948.6,03531497-6159488,58.312321,-61.996726,275.167158,-44.085498,-75.693316,outer_b30_50,4.966346,0.331086,-0.470959,38.195149,206.08781,1.021431,19.802614,21.491697,18.52738,13.232352,16.223,15.661,15.589,15.3,0.031,15.085,0.05,12.195,0.211,8.56,0.214,5.145498,5.073364,5.1,5.1,0.149811,140.677966,0.362563,0.862833,CONTAMINATION-CONSISTENT,release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.031128,False,False,1172.229,337.956,4.509,2.239
4682420934337515008,J040750.61-572502.7,04075063-5725025,61.960832,-57.417465,268.291138,-44.267502,-74.18606,outer_b30_50,4.102358,0.073662,-21.763945,-22.205119,241.38528,1.01568,17.51959,18.997145,16.335636,10.606036,14.697,14.099,13.805,13.684,0.023,13.541,0.026,12.548,0.241,9.098,0.282,4.504979,3.85,4.5,3.8,0.149665,120.338983,0.1,0.890345,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.5, W4 S/N 3.8) — the excess is at the instrument floor, candidate I's failure mode",True,True,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.063869,False,False,1189.641,336.5,3.334,1.184
4714834812001755648,J020600.24-591721.9,02060012-5917220,31.501049,-59.289434,286.24348,-55.356849,-63.503164,core_b50,3.992154,0.089121,61.244277,8.429726,247.99129,1.09708,17.849785,19.48057,16.619085,10.877603,14.828,14.267,13.915,13.785,0.025,13.645,0.029,12.022,0.223,8.58,0.276,4.86861,3.933696,4.9,3.9,0.094327,150.847458,0.1,0.965108,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.9, W4 S/N 3.9) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,True,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.193452,False,False,1214.431,352.452,5.594,3.393
4717088364162269312,J013241.53-591139.2,01324146-5911391,23.173194,-59.194208,293.200897,-57.147824,-60.249733,core_b50,4.350902,0.116079,52.75311,6.684642,226.9306,0.996045,18.215904,19.861015,16.983307,11.436439,15.115,14.565,14.34,14.124,0.027,13.932,0.033,12.151,0.267,8.269,0.238,4.066292,4.561765,4.1,4.6,0.050863,130.508475,0.183332,0.985193,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.1, W4 S/N 4.6) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AACU,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.359465,False,False,1244.9,358.387,4.735,0.745
4718904246271596800,J015245.41-570212.0,01524531-5702123,28.189393,-57.036628,287.10512,-58.167557,-60.694717,core_b50,4.427766,0.051061,65.201922,31.85385,224.42757,1.004001,16.95794,18.342628,15.810461,10.202559,14.27,13.729,13.464,13.289,0.025,13.126,0.026,12.111,0.28,8.463,0.229,3.8775,4.741048,3.9,4.7,0.093563,120.338983,0.1,0.905449,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.9, W4 S/N 4.7) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AABU,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.549919,False,False,1246.861,363.405,4.913,3.307
4727877047133922176,J025515.34-572438.5,02551532-5724387,43.813887,-57.410675,275.739777,-52.681553,-67.124985,core_b50,3.703713,0.08933,7.570878,19.269567,268.03616,0.982403,17.919685,19.485556,16.718466,10.778718,15.131,14.624,14.211,14.075,0.026,13.807,0.031,11.359,0.134,8.747,0.277,8.102239,3.919495,8.1,3.9,0.057678,191.525424,0.107871,0.863851,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.21282,False,False,1219.792,353.105,2.299,1.838
4742268279950577920,J024720.11-513525.4,02472001-5135258,41.833816,-51.59038,269.130904,-57.248888,-62.099108,core_b50,8.709266,0.142295,46.38345,27.715559,114.506615,1.030886,18.42363,20.731178,17.158747,13.129477,14.905,14.347,13.961,13.714,0.025,13.47,0.028,11.823,0.184,8.598,0.29,5.900543,3.743793,5.9,3.7,0.064906,161.016949,0.107871,1.04927,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.840212,False,False,1282.979,374.109,5.779,2.285
4746825618208068992,J025940.89-534636.7,02594091-5346365,44.92035,-53.776868,270.285671,-54.445502,-64.976365,core_b50,3.941257,0.084499,-17.491558,-11.942514,251.88368,1.055731,17.698528,19.180622,16.507837,10.692528,14.826,14.244,14.095,13.905,0.025,13.72,0.029,12.223,0.287,8.386,0.231,3.782927,4.7,3.8,4.7,0.038496,130.508475,0.1354,0.881247,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.8, W4 S/N 4.7) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AAUU,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.581277,False,False,1252.195,364.344,7.22,2.963
4762388380665957504,J045434.59-584034.4,04543456-5840347,73.644191,-58.676241,267.788187,-37.977525,-79.166652,outer_b30_50,4.699416,0.171714,24.532874,8.129527,210.49646,0.941955,18.826017,20.5694,17.611624,12.209793,15.783,15.231,14.823,14.833,0.026,14.572,0.033,13.117,0.293,9.481,0.282,3.705461,3.85,3.7,3.9,0.16134,130.508475,0.116362,0.957494,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.7, W4 S/N 3.9) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AAUU,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1146.543,319.53,3.75,2.132
4774834684789233408,J044424.84-564346.8,04442481-5643470,71.103607,-56.72962,265.637961,-39.658083,-76.793938,outer_b30_50,4.693091,0.196469,28.420077,23.042772,211.81082,1.025692,19.097647,20.971485,17.813671,12.467906,15.831,15.332,14.807,14.782,0.025,14.572,0.032,13.178,0.303,9.397,0.299,3.583168,3.631104,3.6,3.6,0.074525,130.508475,0.1354,0.76473,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.6, W4 S/N 3.6) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,False,AABB,AACC,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1156.792,322.681,2.353,1.942
4779795062778837632,J040510.04-540636.2,04051002-5406364,61.291871,-54.110022,264.036602,-45.691386,-71.40888,outer_b30_50,4.871746,0.108357,10.775519,32.019366,203.48166,1.070026,18.158882,19.766304,16.905584,11.616256,15.193,14.626,14.368,14.137,0.025,13.971,0.028,12.668,0.27,8.854,0.245,4.021111,4.431429,4.0,4.4,0.095685,130.508475,0.107871,0.878036,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.0, W4 S/N 4.4) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,False,AABB,AABU,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.069633,False,False,1191.222,335.367,0.0,0.499
4782229931278586880,J041407.39-501722.9,04140742-5017224,63.530844,-50.289765,258.266786,-45.328833,-68.956311,outer_b30_50,3.584805,0.077579,-14.410983,-42.66725,277.19434,1.01968,17.489128,18.877659,16.350449,10.275206,14.779,14.213,13.914,13.807,0.023,13.636,0.025,12.775,0.264,9.058,0.245,4.1125,4.431429,4.1,4.4,0.103985,110.169492,0.1,0.757003,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.1, W4 S/N 4.4) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.069172,False,False,1191.075,333.041,3.94,1.775
4782677325135474560,J041557.96-490410.3,04155792-4904097,63.991615,-49.069613,256.483327,-45.266596,-68.028887,outer_b30_50,4.337222,0.094068,40.305874,-44.833815,229.12134,1.073387,17.787989,19.468832,16.510023,10.987661,14.703,14.12,13.845,13.651,0.023,13.46,0.025,11.623,0.099,8.987,0.247,10.966667,4.395547,10.9,4.4,0.185734,161.016949,0.1,1.109877,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.197141,False,False,1230.946,348.114,6.293,3.256
4796902359900056832,J053154.78-493026.0,05315480-4930252,82.978191,-49.507254,256.265928,-32.908798,-72.572025,outer_b30_50,3.957473,0.090178,-18.577213,-53.270693,249.5821,1.000466,17.845215,19.178312,16.611828,10.859148,15.029,14.466,14.165,14.001,0.026,13.751,0.03,11.94,0.178,8.581,0.213,6.099438,5.097183,6.1,5.1,0.080404,150.847458,0.107871,0.982737,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1050.107,287.392,0.0,2.261
4823360079996664064,J050322.60-383056.8,05032260-3830567,75.844215,-38.515775,242.293826,-36.888568,-60.824217,outer_b30_50,3.913615,0.086834,-0.730427,-0.03476,253.23344,1.012728,17.971771,19.493938,16.765009,10.954166,15.065,14.606,14.202,14.033,0.026,13.889,0.031,12.431,0.283,8.417,0.196,3.836396,5.539286,3.8,5.5,0.048067,130.508475,0.146058,0.894578,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1139.123,316.486,3.302,1.795
4836426263864553856,J034614.53-435855.9,03461451-4358560,56.560501,-43.9822,250.385908,-51.226559,-61.160609,core_b50,5.507126,0.092582,-7.277053,5.83261,179.59592,1.062313,17.663744,19.531729,16.415733,11.392262,14.638,13.955,13.705,13.54,0.024,13.333,0.026,12.074,0.181,8.72,0.258,5.998343,4.20814,6.0,4.2,0.122024,130.508475,0.1,0.906795,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.616555,False,False,1277.882,361.336,1.997,2.247
4843191593270342656,J035603.82-403148.3,03560380-4031479,59.015876,-40.530145,244.61079,-49.897251,-58.806128,outer_b30_50,4.681317,0.077098,7.050677,-31.500027,211.61754,1.063976,17.71335,19.136839,16.545567,11.085592,14.928,14.325,14.141,14.017,0.025,13.636,0.028,11.14,0.078,9.03,0.285,13.919231,3.809474,13.9,3.8,0.18547,211.864407,0.1,0.903149,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.322804,False,False,1332.66,380.688,4.866,2.662
4844359313274922368,J041550.04-384729.8,04155004-3847294,63.958512,-38.79166,241.798116,-46.160729,-58.578631,outer_b30_50,5.895689,0.086496,-4.788819,-36.140478,169.04216,1.104825,17.66413,19.344393,16.407272,11.524155,14.647,14.119,13.662,13.63,0.025,13.369,0.028,11.291,0.125,8.553,0.234,8.6856,4.639744,8.7,4.6,0.082165,171.186441,0.1,0.90538,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.000248,False,False,1196.458,332.897,7.736,2.723
4845103407768963200,J035800.21-384908.3,03580023-3849081,59.50087,-38.819007,241.930216,-49.633114,-57.37035,outer_b30_50,3.589694,0.060297,-6.188993,-16.816171,276.08945,1.075395,16.87663,18.190409,15.756935,9.671381,14.221,13.675,13.459,13.246,0.024,13.066,0.025,12.226,0.232,8.823,0.282,4.679741,3.85,4.7,3.9,0.192917,110.169492,0.1,0.889215,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.7, W4 S/N 3.9) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.118915,False,False,1283.229,371.144,4.122,1.717
4847054559871837952,J031926.36-454833.6,03192631-4548334,49.85988,-45.809399,255.424952,-55.325148,-60.437941,core_b50,6.060116,0.043426,33.01024,-22.736981,163.9317,1.002964,16.681223,18.139648,15.485881,10.607908,13.828,13.3,13.03,12.817,0.023,12.625,0.022,11.148,0.097,8.098,0.164,11.192784,6.620122,11.1,6.6,0.15498,140.677966,0.1,0.850448,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.948121,False,False,1318.514,380.518,0.0,0.0
4848071505048399744,J032149.13-422911.7,03214910-4229114,50.454701,-42.48658,249.577973,-55.893787,-57.766378,core_b50,4.118885,0.362638,24.110594,10.85377,251.99312,1.0272,19.943472,21.378704,18.61722,12.936529,16.705,15.907,15.493,15.396,0.033,15.134,0.054,12.55,0.304,8.727,0.248,3.571382,4.377823,3.6,4.4,0.165705,140.677966,0.336108,0.775734,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.6, W4 S/N 4.4) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AAUU,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.277716,False,False,1325.181,377.945,0.0,1.525
4897285130111847808,J042307.00-232308.4,04230700-2323091,65.779158,-23.385611,220.778089,-42.338728,-44.19691,outer_b30_50,7.167885,0.044262,-8.140727,49.627481,138.94402,1.000112,16.224047,17.547237,15.092631,10.509848,13.634,13.035,12.791,12.651,0.023,12.432,0.023,11.969,0.247,7.601,0.119,4.395547,9.123529,4.4,9.1,0.115812,100.0,0.125521,0.845025,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,True,False,False,False,AABB,AABU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.035482,False,False,1389.066,395.381,6.336,2.045
4913245091144649472,J014322.21-523906.4,01432221-5239061,25.842541,-52.651821,285.645523,-62.698589,-56.569392,core_b50,4.102869,0.032187,0.695531,-22.009485,241.88431,0.975499,16.09297,17.227722,15.038241,9.174932,13.681,13.055,12.877,12.747,0.023,12.646,0.023,11.999,0.23,7.826,0.17,4.720435,6.386471,4.7,6.4,0.049854,110.169492,0.1,0.826191,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.301127,False,False,1309.218,382.945,6.291,1.73
4928201228124578944,J010139.68-512528.9,01013961-5125288,15.415566,-51.424704,299.068121,-65.626773,-51.555324,core_b50,3.450536,0.172249,73.771857,-5.454594,284.41608,0.97109,18.684305,20.425764,17.457666,11.414534,15.686,14.953,14.706,14.505,0.028,14.253,0.04,11.789,0.171,8.692,0.302,6.349123,3.595033,6.3,3.6,0.09714,171.186441,0.169955,0.925817,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.661588,False,False,1365.229,400.747,3.543,3.024
4935300744641711232,J012010.24-440757.2,01201000-4407571,20.043137,-44.132536,286.010431,-72.039399,-47.451842,core_b50,3.781251,0.032317,238.970053,14.155306,261.8541,1.011941,15.885442,16.844643,14.928394,8.795145,13.741,13.138,12.971,12.781,0.024,12.692,0.024,11.881,0.237,8.229,0.214,4.581013,5.073364,4.6,5.1,0.193717,100.0,0.1,0.733547,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABC,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.332847,False,False,1468.05,435.004,3.056,0.48
4936588410196981888,J020918.67-521012.5,02091866-5210127,32.327795,-52.170099,277.9774,-61.020201,-58.773268,core_b50,4.482788,0.064285,1.664059,19.644138,220.95113,0.998401,17.261246,18.870129,16.053526,10.539765,14.424,13.778,13.536,13.369,0.025,13.227,0.027,11.973,0.214,8.651,0.293,5.073364,3.705461,5.1,3.7,0.1471,130.508475,0.1,1.058904,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.223461,False,False,1299.497,378.527,7.119,2.184
4945674357675614592,J024423.21-453015.9,02442319-4530160,41.096833,-45.504386,259.746128,-61.018698,-56.897802,core_b50,3.508348,0.150763,28.327261,19.369681,285.7541,0.950862,18.760204,20.101685,17.54545,11.480242,15.869,15.225,14.903,14.871,0.03,14.704,0.047,11.437,0.148,8.007,0.203,7.335811,5.348276,7.3,5.3,0.11415,150.847458,0.336108,0.928791,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.605103,False,False,1358.731,397.835,2.485,2.167
4972739420509432704,J002616.21-511241.9,00261613-5112417,6.567693,-51.211665,312.442595,-65.449328,-48.042998,core_b50,3.595009,0.169543,61.364678,-21.256047,273.85483,1.044474,18.58126,20.178709,17.36513,11.393658,15.524,15.166,14.826,14.717,0.031,14.579,0.048,11.947,0.253,7.596,0.139,4.291304,7.810791,4.3,7.8,0.077709,130.508475,0.391101,0.967245,CONTAMINATION-CONSISTENT,release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.086128,False,False,1412.637,414.076,4.211,1.34
4983466638204034944,J011558.82-432612.0,01155875-4326115,18.99523,-43.436669,287.580393,-72.952483,-46.454816,core_b50,7.513291,0.147772,79.767975,-29.224405,132.46814,0.962023,18.28091,20.20423,16.944279,12.670353,14.908,14.358,14.0,13.926,0.026,13.649,0.03,11.737,0.249,8.464,0.274,4.360241,3.962409,4.4,4.0,0.06287,150.847458,0.125521,1.047828,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.4, W4 S/N 4.0) — the excess is at the instrument floor, candidate I's failure mode",True,True,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.419267,False,False,1489.33,441.179,2.779,3.08
4992617181989701760,J002430.66-431717.3,00243063-4317171,6.127807,-43.288184,319.845146,-72.944748,-41.299613,core_b50,5.036315,0.111962,17.528587,-18.8716,197.66876,1.014113,17.927511,19.479437,16.710424,11.447821,15.143,14.517,14.445,14.05,0.026,13.835,0.031,11.366,0.126,8.437,0.253,8.616667,4.291304,8.6,4.3,0.16508,171.186441,0.1354,0.848099,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.797511,False,False,1587.651,470.972,2.359,3.404
4996271516259377536,J000930.59-410134.4,00093059-4101342,2.377498,-41.026234,332.096177,-73.641956,-37.929253,core_b50,3.450445,0.057303,10.337698,-1.131823,288.41562,0.992835,16.876688,18.201414,15.741062,9.576594,14.208,13.599,13.458,13.211,0.024,13.1,0.027,11.394,0.174,8.445,0.289,6.239655,3.756747,6.3,3.8,0.171096,150.847458,0.1,0.833563,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.224024,False,False,1686.585,504.122,4.165,2.248
5044288078102521344,J030316.35-395617.7,03031629-3956181,45.818261,-39.938123,246.61201,-59.915738,-53.872372,core_b50,6.244366,0.213206,62.109471,57.848922,161.44969,1.060194,19.028439,20.752401,17.663565,12.988253,15.586,15.088,14.733,14.489,0.027,14.24,0.037,12.313,0.259,8.854,0.289,4.191892,3.756747,4.2,3.8,0.132375,150.847458,0.146058,0.950066,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.2, W4 S/N 3.8) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,False,AABB,AAUU,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.67893,False,False,1386.454,399.675,1.622,0.502
5044820658343265536,J030731.36-383838.4,03073135-3838384,46.880687,-38.643979,243.741383,-59.416327,-53.103759,core_b50,4.596308,0.051694,10.66665,8.253587,215.89102,0.987887,16.861847,18.270433,15.715798,10.190674,14.175,13.635,13.336,13.253,0.023,13.09,0.024,12.452,0.293,8.796,0.268,3.705461,4.051119,3.7,4.1,0.123452,100.0,0.1,0.939678,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.7, W4 S/N 4.1) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.701102,False,False,1389.701,399.254,4.915,2.294
5056380438264908544,J033753.51-290259.4,03375352-2902595,54.4729,-29.049841,225.940786,-53.426883,-46.761086,core_b50,3.522164,0.118106,-26.423815,12.593534,281.1091,1.031044,18.212324,19.570827,17.13582,10.967949,15.576,14.969,14.651,14.643,0.028,14.477,0.042,12.345,0.255,8.208,0.187,4.257647,5.805882,4.3,5.8,0.164389,120.338983,0.288848,0.944651,CONTAMINATION-CONSISTENT,release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.400603,False,False,1501.624,439.854,5.716,1.782
5058632414174491264,J031517.98-290315.0,03151797-2903153,48.824964,-29.054184,224.981875,-58.334469,-45.015101,core_b50,5.127192,0.08573,18.385193,13.268204,192.77122,1.043968,17.627495,19.35819,16.387892,11.202284,14.631,14.064,13.668,13.524,0.024,13.305,0.027,11.438,0.106,8.252,0.166,10.242453,6.540361,10.3,6.5,0.073259,161.016949,0.107871,1.011495,CONTAMINATION-CONSISTENT,release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AAAB,AABU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.578206,False,False,1539.082,448.545,4.952,2.109
