rank,tier,tier_label,object,n_tracklets,tracklets,obs_codes,n_new_obs,arc_extension_days,deepest_dt_years,joint_rms_arcsec,baseline_rms_arcsec,sigma_a_ratio,gates,skybot,ambiguity,provenance,itf_status,pointed_screen,link_keys,why_real
173,B,"single tracklet, caveat-free",2025 NT149,1,H281955@T09/n57845,T09,4,3012.0,-9.18,0.082917,0.073209,,"strict=Y published=Y tracklet-used=4/4 sep=31.6""/gate=1661.5""","nearest other 82.342""",none,M8,STILL_LIVE,clean,lk8ff8e928a64623a2,"4-observation T09 tracklet 9.2 y from the orbit epoch fits jointly with the object's whole published record at 0.082917"" (baseline 0.073209"") with every observation used (4/4); coarse separation 31.6"" inside a 1661.5"" gate; extends the published arc by 3012 d."
174,B,"single tracklet, caveat-free",2025 MW196,1,C3za1NN@W84/n57838,W84,9,3009.0,-9.2,0.084162,0.091972,,"strict=Y published=Y tracklet-used=9/9 sep=39.0""/gate=1664.7""","nearest other 182.084""",none,M8,STILL_LIVE,clean,lk2e63255470a3393e,"9-observation W84 tracklet 9.2 y from the orbit epoch fits jointly with the object's whole published record at 0.084162"" (baseline 0.091972"") with every observation used (9/9); coarse separation 39.0"" inside a 1664.7"" gate; extends the published arc by 3009 d."
175,B,"single tracklet, caveat-free",2025 NQ236,1,P10Bobu@F51/n57891,F51,4,2970.0,-9.06,0.07084,0.044083,,"strict=Y published=Y tracklet-used=4/4 sep=76.4""/gate=1641.2""","nearest other 108.339""",none,M8,STILL_LIVE,clean,lk504694c49aef9528,"4-observation F51 tracklet 9.1 y from the orbit epoch fits jointly with the object's whole published record at 0.07084"" (baseline 0.044083"") with every observation used (4/4); coarse separation 76.4"" inside a 1641.2"" gate; extends the published arc by 2970 d."
176,B,"single tracklet, caveat-free",2025 NQ258,1,P10Be9t@F51/n57870,F51,3,2960.8,-9.12,0.10309,0.098541,,"strict=Y published=Y tracklet-used=3/3 sep=4.0""/gate=205.9""","nearest other 184.892""",none,M8,STILL_LIVE,clean,lk029bf86fc1250d80,"3-observation F51 tracklet 9.1 y from the orbit epoch fits jointly with the object's whole published record at 0.10309"" (baseline 0.098541"") with every observation used (3/3); coarse separation 4.0"" inside a 205.9"" gate; extends the published arc by 2961 d."
177,B,"single tracklet, caveat-free",2025 KC23,1,P10BdbN@F51/n57870,F51,4,2948.0,-9.12,0.082182,0.078858,,"strict=Y published=Y tracklet-used=4/4 sep=10.2""/gate=205.9""",object itself present,none,M9-extension,STILL_LIVE,clean,lk5065b1884ba1b8dc,"4-observation F51 tracklet 9.1 y from the orbit epoch fits jointly with the object's whole published record at 0.082182"" (baseline 0.078858"") with every observation used (4/4); coarse separation 10.2"" inside a 205.9"" gate; extends the published arc by 2948 d."
178,B,"single tracklet, caveat-free",2025 OU95,1,P10BXjr@F51/n57960,F51,3,2913.9,-8.87,0.052335,0.048373,,"strict=Y published=Y tracklet-used=3/3 sep=21.8""/gate=1610.7""","nearest other 189.505""",none,M8,STILL_LIVE,clean,lk5c2025c74de5f6d3,"3-observation F51 tracklet 8.9 y from the orbit epoch fits jointly with the object's whole published record at 0.052335"" (baseline 0.048373"") with every observation used (3/3); coarse separation 21.8"" inside a 1610.7"" gate; extends the published arc by 2914 d."
179,B,"single tracklet, caveat-free",2025 OZ60,1,P10CBs5@F51/n57983,F51,3,2890.8,-8.81,0.10038,0.063908,,"strict=Y published=Y tracklet-used=3/3 sep=41.0""/gate=1600.5""","nearest other 235.225""",none,M8,STILL_LIVE,clean,lkdc053fe7f2b9eb60,"3-observation F51 tracklet 8.8 y from the orbit epoch fits jointly with the object's whole published record at 0.10038"" (baseline 0.063908"") with every observation used (3/3); coarse separation 41.0"" inside a 1600.5"" gate; extends the published arc by 2891 d."
180,B,"single tracklet, caveat-free",2025 MF306,1,H307935@T09/n57964,T09,3,2882.7,-8.86,0.084713,0.09116,,"strict=Y published=Y tracklet-used=3/3 sep=56.5""/gate=1608.8""","nearest other 214.48""",none,M8,STILL_LIVE,clean,lkf688142987ea0600,"3-observation T09 tracklet 8.9 y from the orbit epoch fits jointly with the object's whole published record at 0.084713"" (baseline 0.09116"") with every observation used (3/3); coarse separation 56.5"" inside a 1608.8"" gate; extends the published arc by 2883 d."
181,B,"single tracklet, caveat-free",2025 NQ216,1,P10Db7X@F51/n58011,F51,4,2844.9,-8.73,0.083066,0.065346,,"strict=Y published=Y tracklet-used=4/4 sep=127.7""/gate=1588.1""",clean,none,M9-extension,STILL_LIVE,clean,lkbb5c9306c4e2d451,"4-observation F51 tracklet 8.7 y from the orbit epoch fits jointly with the object's whole published record at 0.083066"" (baseline 0.065346"") with every observation used (4/4); coarse separation 127.7"" inside a 1588.1"" gate; extends the published arc by 2845 d."
182,B,"single tracklet, caveat-free",2025 NW32,1,P10CKNe@F51/n57989,F51,3,2841.9,-8.79,0.081159,0.074742,,"strict=Y published=Y tracklet-used=3/3 sep=7.9""/gate=204.9""","nearest other 27.341""",none,M8,STILL_LIVE,clean,lk654ef9b9e4ad776f,"3-observation F51 tracklet 8.8 y from the orbit epoch fits jointly with the object's whole published record at 0.081159"" (baseline 0.074742"") with every observation used (3/3); coarse separation 7.9"" inside a 204.9"" gate; extends the published arc by 2842 d."
183,B,"single tracklet, caveat-free",2026 EU73,1,P10HGBb@F51/n58275,F51,4,2836.7,-8.01,0.042091,0.037897,,"strict=Y published=Y tracklet-used=4/4 sep=65.1""/gate=1471.5""","nearest other 46.173""",none,M8,STILL_LIVE,clean,lkf80d67322583ef38,"4-observation F51 tracklet 8.0 y from the orbit epoch fits jointly with the object's whole published record at 0.042091"" (baseline 0.037897"") with every observation used (4/4); coarse separation 65.1"" inside a 1471.5"" gate; extends the published arc by 2837 d."
184,B,"single tracklet, caveat-free",2025 MB300,1,P10DMJu@F51/n58021,F51,3,2825.8,-8.7,0.089949,0.076654,,"strict=Y published=Y tracklet-used=3/3 sep=7.5""/gate=1583.7""",clean,none,M8,STILL_LIVE,clean,lk2bc6ad086e00dd6e,"3-observation F51 tracklet 8.7 y from the orbit epoch fits jointly with the object's whole published record at 0.089949"" (baseline 0.076654"") with every observation used (3/3); coarse separation 7.5"" inside a 1583.7"" gate; extends the published arc by 2826 d."
185,B,"single tracklet, caveat-free",2025 HP80,1,P10CMox@F51/n57989,F51,3,2801.9,-8.79,0.069646,0.059724,,"strict=Y published=Y tracklet-used=3/3 sep=43.1""/gate=1597.9""",clean,none,M8,STILL_LIVE,clean,lk18ccfcf0a3482b14,"3-observation F51 tracklet 8.8 y from the orbit epoch fits jointly with the object's whole published record at 0.069646"" (baseline 0.059724"") with every observation used (3/3); coarse separation 43.1"" inside a 1597.9"" gate; extends the published arc by 2802 d."
186,B,"single tracklet, caveat-free",2025 NQ362,1,YVBA872@G96/n58072,G96,3,2791.7,-8.56,0.14056,0.10423,,"strict=Y published=Y tracklet-used=3/3 sep=63.7""/gate=1561.2""","nearest other 280.493""",none,M9-partitions,STILL_LIVE,clean,lk40f67835fd17959f,"3-observation G96 tracklet 8.6 y from the orbit epoch fits jointly with the object's whole published record at 0.14056"" (baseline 0.10423"") with every observation used (3/3); coarse separation 63.7"" inside a 1561.2"" gate; extends the published arc by 2792 d."
187,B,"single tracklet, caveat-free",2025 MN240,1,P10EPq2@F51/n58070,F51,3,2776.8,-8.57,0.057832,0.059406,,"strict=Y published=Y tracklet-used=3/3 sep=14.4""/gate=1562.0""","nearest other 21.988""",none,M8,STILL_LIVE,clean,lk1bed5741c09c8b95,"3-observation F51 tracklet 8.6 y from the orbit epoch fits jointly with the object's whole published record at 0.057832"" (baseline 0.059406"") with every observation used (3/3); coarse separation 14.4"" inside a 1562.0"" gate; extends the published arc by 2777 d."
188,B,"single tracklet, caveat-free",2025 MA212,1,P10EXpO@F51/n58075,F51,4,2771.9,-8.55,0.10029,0.096476,,"strict=Y published=Y tracklet-used=4/4 sep=63.8""/gate=1559.9""",clean,none,M8,STILL_LIVE,clean,lk83a4adb92d755ee9,"4-observation F51 tracklet 8.6 y from the orbit epoch fits jointly with the object's whole published record at 0.10029"" (baseline 0.096476"") with every observation used (4/4); coarse separation 63.8"" inside a 1559.9"" gate; extends the published arc by 2772 d."
189,B,"single tracklet, caveat-free",2025 MA115,1,P10F8Mw@F51/n58078,F51,3,2768.9,-8.55,0.089974,0.059775,,"strict=Y published=Y tracklet-used=3/3 sep=38.1""/gate=1558.5""","nearest other 139.416""",none,M8,STILL_LIVE,clean,lk0dc7e4316afbf9fe,"3-observation F51 tracklet 8.6 y from the orbit epoch fits jointly with the object's whole published record at 0.089974"" (baseline 0.059775"") with every observation used (3/3); coarse separation 38.1"" inside a 1558.5"" gate; extends the published arc by 2769 d."
190,B,"single tracklet, caveat-free",2025 MR231,1,P10GwWO@F51/n58160,F51,4,2686.8,-8.32,0.081709,0.052448,,"strict=Y published=Y tracklet-used=4/4 sep=86.2""/gate=1522.3""","nearest other 162.957""",none,M9-extension,STILL_LIVE,clean,lk62f4487b8ccd82f8,"4-observation F51 tracklet 8.3 y from the orbit epoch fits jointly with the object's whole published record at 0.081709"" (baseline 0.052448"") with every observation used (4/4); coarse separation 86.2"" inside a 1522.3"" gate; extends the published arc by 2687 d."
191,B,"single tracklet, caveat-free",2026 DF30,1,P10KXhq@F51/n58486,F51,3,2601.6,-7.43,0.035446,0.034292,,"strict=Y published=Y tracklet-used=3/3 sep=28.3""/gate=1371.7""","nearest other 203.526""",none,M8,STILL_LIVE,clean,lkf594097e1b6fc18d,"3-observation F51 tracklet 7.4 y from the orbit epoch fits jointly with the object's whole published record at 0.035446"" (baseline 0.034292"") with every observation used (3/3); coarse separation 28.3"" inside a 1371.7"" gate; extends the published arc by 2602 d."
192,B,"single tracklet, caveat-free",2025 MJ263,1,P10ImdX@F51/n58310,F51,3,2536.8,-7.91,0.071549,0.027587,,"strict=Y published=Y tracklet-used=3/3 sep=38.9""/gate=1455.0""","nearest other 111.411""",none,M8,STILL_LIVE,clean,lkaed607c10b224114,"3-observation F51 tracklet 7.9 y from the orbit epoch fits jointly with the object's whole published record at 0.071549"" (baseline 0.027587"") with every observation used (3/3); coarse separation 38.9"" inside a 1455.0"" gate; extends the published arc by 2537 d."
193,B,"single tracklet, caveat-free",2025 OT527,1,P10IQFK@F51/n58338,F51,3,2535.8,-7.83,0.098277,0.072905,,"strict=Y published=Y tracklet-used=3/3 sep=114.3""/gate=1441.7""","nearest other 234.618""",none,M9-extension,STILL_LIVE,clean,lka24bfbe56f1b9283,"3-observation F51 tracklet 7.8 y from the orbit epoch fits jointly with the object's whole published record at 0.098277"" (baseline 0.072905"") with every observation used (3/3); coarse separation 114.3"" inside a 1441.7"" gate; extends the published arc by 2536 d."
194,B,"single tracklet, caveat-free",2025 OT40,1,P10J8C8@F51/n58344,F51,3,2531.8,-7.82,0.11385,0.11099,,"strict=Y published=Y tracklet-used=3/3 sep=4.2""/gate=200.0""","nearest other 232.858""",none,M8,STILL_LIVE,clean,lk8208f5422efc8d96,"3-observation F51 tracklet 7.8 y from the orbit epoch fits jointly with the object's whole published record at 0.11385"" (baseline 0.11099"") with every observation used (3/3); coarse separation 4.2"" inside a 200.0"" gate; extends the published arc by 2532 d."
195,B,"single tracklet, caveat-free",2025 OV614,1,P10J3Y2@F51/n58343,F51,3,2530.8,-7.82,0.13419,0.11972,,"strict=Y published=Y tracklet-used=3/3 sep=90.5""/gate=1439.4""","nearest other 176.397""",none,M9-extension,STILL_LIVE,clean,lk567b199357e71244,"3-observation F51 tracklet 7.8 y from the orbit epoch fits jointly with the object's whole published record at 0.13419"" (baseline 0.11972"") with every observation used (3/3); coarse separation 90.5"" inside a 1439.4"" gate; extends the published arc by 2531 d."
196,B,"single tracklet, caveat-free",2025 OT134,1,P10JfLV@F51/n58348,F51,4,2525.8,-7.81,0.10056,0.091324,,"strict=Y published=Y tracklet-used=4/4 sep=109.9""/gate=1437.0""","nearest other 188.094""",none,M9-extension,STILL_LIVE,clean,lkf06f1e9d00264535,"4-observation F51 tracklet 7.8 y from the orbit epoch fits jointly with the object's whole published record at 0.10056"" (baseline 0.091324"") with every observation used (4/4); coarse separation 109.9"" inside a 1437.0"" gate; extends the published arc by 2526 d."
197,B,"single tracklet, caveat-free",2025 NV112,1,P10IAYX@F51/n58335,F51,4,2522.8,-7.84,0.10519,0.097978,,"strict=Y published=Y tracklet-used=4/4 sep=16.8""/gate=1443.2""","nearest other 269.961""",none,M8,STILL_LIVE,clean,lkbdf516af518f6ec5,"4-observation F51 tracklet 7.8 y from the orbit epoch fits jointly with the object's whole published record at 0.10519"" (baseline 0.097978"") with every observation used (4/4); coarse separation 16.8"" inside a 1443.2"" gate; extends the published arc by 2523 d."
198,B,"single tracklet, caveat-free",2025 ND230,1,P10IrK6@F51/n58311,F51,4,2520.0,-7.91,0.075439,0.069853,,"strict=Y published=Y tracklet-used=4/4 sep=85.3""/gate=1454.6""","nearest other 131.18""",none,M9-extension,STILL_LIVE,clean,lk7c381a04960fbbe3,"4-observation F51 tracklet 7.9 y from the orbit epoch fits jointly with the object's whole published record at 0.075439"" (baseline 0.069853"") with every observation used (4/4); coarse separation 85.3"" inside a 1454.6"" gate; extends the published arc by 2520 d."
199,B,"single tracklet, caveat-free",2025 JQ6,1,P10HPYY@F51/n58283,F51,3,2513.9,-7.99,0.053354,0.051723,,"strict=Y published=Y tracklet-used=3/3 sep=33.4""/gate=1467.8""","nearest other 324.008""",none,M8,STILL_LIVE,clean,lk0c30d6e18d77a2a8,"3-observation F51 tracklet 8.0 y from the orbit epoch fits jointly with the object's whole published record at 0.053354"" (baseline 0.051723"") with every observation used (3/3); coarse separation 33.4"" inside a 1467.8"" gate; extends the published arc by 2514 d."
200,B,"single tracklet, caveat-free",2025 MB176,1,P10IJ1M@F51/n58337,F51,3,2509.8,-7.84,0.05608,0.039766,,"strict=Y published=Y tracklet-used=3/3 sep=46.0""/gate=1442.2""","nearest other 220.573""",none,M8,STILL_LIVE,clean,lk34885e78f011400e,"3-observation F51 tracklet 7.8 y from the orbit epoch fits jointly with the object's whole published record at 0.05608"" (baseline 0.039766"") with every observation used (3/3); coarse separation 46.0"" inside a 1442.2"" gate; extends the published arc by 2510 d."
201,B,"single tracklet, caveat-free",2025 MG338,1,P10IRqv@F51/n58338,F51,3,2508.9,-7.83,0.097311,0.088778,,"strict=Y published=Y tracklet-used=3/3 sep=91.0""/gate=1441.8""","nearest other 49.056""",none,M9-extension,STILL_LIVE,clean,lk7abf1fa065173d1e,"3-observation F51 tracklet 7.8 y from the orbit epoch fits jointly with the object's whole published record at 0.097311"" (baseline 0.088778"") with every observation used (3/3); coarse separation 91.0"" inside a 1441.8"" gate; extends the published arc by 2509 d."
202,B,"single tracklet, caveat-free",2025 MG320,1,P10IQ29@F51/n58338,F51,3,2508.8,-7.83,0.066349,0.048208,,"strict=Y published=Y tracklet-used=3/3 sep=68.2""/gate=1441.7""",clean,none,M8,STILL_LIVE,clean,lk0db52b2d1d5c44e4,"3-observation F51 tracklet 7.8 y from the orbit epoch fits jointly with the object's whole published record at 0.066349"" (baseline 0.048208"") with every observation used (3/3); coarse separation 68.2"" inside a 1441.7"" gate; extends the published arc by 2509 d."
203,B,"single tracklet, caveat-free",2025 MP277,1,P10J3VU@F51/n58343,F51,3,2503.8,-7.82,0.078879,0.076833,,"strict=Y published=Y tracklet-used=3/3 sep=28.8""/gate=1439.4""","nearest other 157.743""",none,M8,STILL_LIVE,clean,lke2f0146ffaf9fe33,"3-observation F51 tracklet 7.8 y from the orbit epoch fits jointly with the object's whole published record at 0.078879"" (baseline 0.076833"") with every observation used (3/3); coarse separation 28.8"" inside a 1439.4"" gate; extends the published arc by 2504 d."
204,B,"single tracklet, caveat-free",2025 PV29,1,G10678@309/n58375,309,7,2499.1,-7.73,0.06815,0.066449,,"strict=Y published=Y tracklet-used=7/7 sep=10.9""/gate=345.1""","nearest other 58.708""",none,M8,STILL_LIVE,clean,lkf0e18c1b1a205c79,"7-observation 309 tracklet 7.7 y from the orbit epoch fits jointly with the object's whole published record at 0.06815"" (baseline 0.066449"") with every observation used (7/7); coarse separation 10.9"" inside a 345.1"" gate; extends the published arc by 2499 d."
205,B,"single tracklet, caveat-free",2025 PV125,1,P20Jvm9@F52/n58394,F52,3,2479.9,-7.68,0.10829,0.10055,,"strict=Y published=Y tracklet-used=3/3 sep=100.9""/gate=1415.3""","nearest other 130.34""",none,M9-extension,STILL_LIVE,clean,lk068812360df8b4da,"3-observation F52 tracklet 7.7 y from the orbit epoch fits jointly with the object's whole published record at 0.10829"" (baseline 0.10055"") with every observation used (3/3); coarse separation 100.9"" inside a 1415.3"" gate; extends the published arc by 2480 d."
206,B,"single tracklet, caveat-free",2025 OZ536,1,P20JMex@F52/n58406,F52,3,2467.8,-7.65,0.084092,0.071662,,"strict=Y published=Y tracklet-used=3/3 sep=40.3""/gate=1409.6""","nearest other 257.27""",none,M8,STILL_LIVE,clean,lk575e9934469035c4,"3-observation F52 tracklet 7.7 y from the orbit epoch fits jointly with the object's whole published record at 0.084092"" (baseline 0.071662"") with every observation used (3/3); coarse separation 40.3"" inside a 1409.6"" gate; extends the published arc by 2468 d."
